,Document,Topic,Name,Top_n_words,Probability,Representative_document
7492,remember guys they are manipulating u. tomorrow is the real trend. look thru the smoke they have blown at you. #btc #spx #eth,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7507,rt : kratos &amp; mimir saying no! at the same time to atreus when he asked if he can smoke is so funny,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.856968703,FALSE
7516,"you are but one designer baby tiffany cross, you are only seen as pillars of smoke.",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7521,"i'd wanna smoke with lil dicky, i feel like he'd none stop talking. that or doja cat if she smokes lol",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.916370586,FALSE
7535,rt : bernie is still blowing plenty of smoke pretending to support rail workers while definitely supporting nazi fascists and imper,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7548,rt : dejen el pucho y la porquera esa del pod y vape. tard en darme cuenta del enorme dao que me haca hasta que hoy estu,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.789570563,FALSE
7550,rt : were at la porte high school to talk about the teen vaping crisis. come join us in the student center.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.837636803,FALSE
7552,"smoke said he dont like when i talk to him, so i cant reply. but he looks nice!",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7553,daniel long posted an update in the group nub it: nice smoke that is definitely worth a nub.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7554,i thought it was the wakky bakky the smoke,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7572,the fast i have to smoke to get in a mood is wild,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.897184583,FALSE
7573,"#btc # even smoke, he thought, with a tender pity in his little",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7576,can u ask logan if he still has the vape i signed,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.767893843,FALSE
7580,potheads - do yall smoke on the toilet ?,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7586,i honestly wish i had a friend to smoke with like rn right this second but i dont,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.89606102,FALSE
7595,rt : iridescent smoke #clothingline #clothingbrand #clothing #fashion #streetwear #apparel #clothes #style #brand #clothings,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7597,rt : who tryna smoke?,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7601,rt : do you think if marx were alive today he'd smoke weed?,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7609,rt : must read from on 's new study that should (in a sensible world) result in numerous vaping papers being,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7621,quiero un vape de sanda,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.60790517,FALSE
7639,yall be having more smoke for your friends than these grimy ass niggas and i just cant fuck with it. you think its okay for her to lie on meg over the same nigga who is throwing her ass under the bus to save himself. but that makes sense to yall huh,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.911667815,FALSE
7648,"i know you dont smoke weed, i know thisbut its friday, you aint got no job and you aint got shit to do! lol",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7665,my cough block out smoke like a smojo device block out coals got me in withdrawal mane no lie in my roll,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.963960834,FALSE
7670,rt : new study uncovers negative effects from vaping,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.942028946,FALSE
7678,"my guy for it to be a radicalized thought, itd first have to not be true. what do you smoke? first you say the island is invaded by greeks then you try flat-out denying they even exist on the island. yall deluded fr.",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.756962847,FALSE
7679,i thought you were just blowing smoke,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.891677841,FALSE
7692,"rt : mao zedong: do you smoke? mehmet shehu: no, thank you. comrade enver smokes a lot and says that when comrade mao quits",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7693,rt : come smoke with me &amp; help me bust,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.967368736,FALSE
7696,pls stay tf from round me if you smoke cigarettes,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7697,rt : smoke &amp; chill,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7718,"rt : an analysis of vaping studies reporting associations with health conditions--including but not limited to copd, stroke and",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.670150125,FALSE
7720,i wont smoke this shit again.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.83357585,FALSE
7722,come smoke with me!,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7723,so what we get drunk so what we smoke weed were just having fun we dont care who sees so what we go out thats how its supposed to be living young and wild and free,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7730,ganas de un vape de tamales veracruzanos,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.358401754,FALSE
7742,"wwx chokes off into a small sob at the end, and he notices a twitch in su shes hands. this man really doesnt have much compassion, does he? what happened? wwx sniffles and releases a shaky exhale. a-an incident gone wrong at his labs everything went up in smoke.",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7749,rt : heads up folks. ctfk is coming up with a new way to frame the fake youth vaping epidemic...,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.806925884,FALSE
7752,smoke everywhere,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.690278942,FALSE
7758,weirdold guy flirting with my coworker who doesn't smoke so he gave me the pack of prerolls he got from him,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7761,rt : smoke &amp; suck sesh ?,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7763,rt : smoke with meeee,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.997340115,FALSE
7770,rt : my vape thinks youre weird,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7780,mi pap sac un vape ya no lo respeto,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.351171561,FALSE
7789,this is me except i smoke every months,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7811,"admin, how much is the dose of weed you took before writing this stats smoke less",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7812,i dont smoke but something like this is what im looking forward to &gt;&gt;&gt;&gt;,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7814,i need a friend to smoke with and scream about our trauma,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.736631936,FALSE
7817,crisis heaven is you smoke slow oh boy,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.853895234,FALSE
7822,"this guy, lol u got your head so far u bary's a** you can taste the cigarette smoke.",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.793301987,FALSE
7836,rt : not judging but why tf do you smoke cigarettes? yuck,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7840,"rt : p'aof: ""jimmy had to smoke in the trailer. he doesn't smoke in real life. when we filmed, he didn't know where is the c",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7844,"me rn otw to my garage to smoke, knowing its gonna have me on my ass for a good hours doing nothing",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.908095901,FALSE
7853,"rt : i did a video about this in , kevin knew about btc since &amp; he was bullish then, he played the smoke and mirro",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.9913893,FALSE
7866,"rt : , on his way to the caff to smoke an after-dinner cavour #",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7868,que pesados con el vape dios ya dejenlo en paz,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.387905668,FALSE
7878,te hubieras comprado el vape,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.566251996,FALSE
7880,blow that smoke in my face king taehyung,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7883,fr like the amount of times ive imagined doing this trend with him that goes you must be sick if you dont care if ppl vape and then when you cough you let out all the smoke you inhaled lmaoooooo,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7892,"rt : # even smoke, he thought, with a tender pity in his little #",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7894,claro que me caes bien si te doy de mi vape,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.830860136,FALSE
7895,all i do is skate and smoke if we are on bad terms its % ur fault i dont care,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.956273771,FALSE
7896,smoke billowing from his nostrils. charging and blindfiring a lightning bolt from his mouth in volga's general direction as his tanky body is decorated with marks of frostbite.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7905,rt : bro told him he just trying to smoke end up stroking my shit,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7906,tae smoking is his personal choice but making him encourage smoke is weird..,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7913,rt : im touching myself and just realized i could go smoke and be high and touching myself,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.994168089,FALSE
7914,she giving head rn for a vape pen,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.694129889,FALSE
7922,l deberia de soltar el vape y agarrar el bate pero no de beisbol buey,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.719738198,FALSE
7927,you died a fucking robot if you dont smoke weed and cigarettes and you wasted your life even if you were born after slavery,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7939,"weirdly, he was anti-vaping before he went completely silent on the topic. somebody told him a lot of his base were vapers. opportunist, among other sleazy things.",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.776103272,FALSE
7945,they smoke good es,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7967,what do you smoke,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.889530806,FALSE
7980,", on his way to the caff to smoke an after-dinner cavour #",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
7991,fucking with my niggas ill smoke a zip,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.751174955,FALSE
8010,i currently am going for both but yelan is the better option for tao. double hydro is her best team and it's by a pretty significant margin. up to you tho. c1 is of course very fun and vv vape and her other teams are still gonna clear abyss,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.553484271,FALSE
8012,yes i will lead you through the smoke and flames on the frontlines of war /lyr,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
8017,i think i got the flu but im still gonna smoke,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
8022,al nomas caer billete.. ire por mi resistencia... alli tengo tirado un vape...! y jalamos a humasear el mirador...,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.704463436,FALSE
8030,sorry for your loss! smoke some for him!,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
8067,rt : do you wanna smoke after we fuck?,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.839694761,FALSE
8069,"rt : vaping is by far one of the worst things that has existed in the past century. its so overrated, it does literally no",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.7651312,FALSE
